shipment_id,batch_id,vehicle_id,origin,destination,departure_time,arrival_time,shipment_status,product_name,product_type,min_temperature_c,max_temperature_c,quantity,expiry_date,vehicle_type,capacity_kg,total_raw_sensor_records,available_temperature_records,missing_temperature_records,offline_observations,raw_average_temperature,raw_min_temperature,raw_max_temperature,minimum_battery_level,minimum_signal_strength,sensor_reliability,total_sensor_records,excursion_records,total_excursion_minutes,temperature_status,sensors_used,valid_calibration_sensors,invalid_calibration_sensors,maximum_calibration_error,average_calibration_error,calibration_status,total_handovers,signed_handovers,missing_handover_signatures,custody_locations,custody_evidence_quality,custody_status,total_route_events,traffic_delay_events,traffic_delay_minutes,route_deviation_events,route_deviation_minutes,total_route_event_minutes,route_reliability,route_status,overall_compliance,compliance_reason,audit_conclusion,evidence_completeness,evidence_completeness_percent
SHP0164,B0164,V072,Chennai,Hyderabad,2026-08-03 07:31:00,2026-08-03 12:19:00,Completed,Cheese,Chilled,2.0,8.0,291,2026-08-13,Refrigerated Van,1000.0,58,57,1,0,4.916315789473685,4.06,6.01,70.4,70,Partial,58,0,0.0,Compliant,1,1,0,0.136,0.136,Valid,4,4,0,Bangalore DC -> Salem Hub -> Madurai Store -> Madurai Store,Complete,Complete,5,0,0,0,0,36,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0165,B0165,V042,Coimbatore,Pune,2026-08-04 09:35:00,2026-08-04 13:34:00,Completed,Fresh Cream,Chilled,2.0,8.0,240,2026-08-07,Refrigerated Truck,2000.0,48,48,0,0,4.9660416666666665,4.35,6.41,70.77,70,Reliable,48,0,0.0,Compliant,1,1,0,0.15,0.15,Valid,2,2,0,Kochi Hub -> Coimbatore Hub,Complete,Complete,5,1,15,0,0,35,Moderate,Delayed,Compliant,Traffic delay,Shipment passed the automated compliance checks.,4,100.0
SHP0166,B0166,V012,Madurai,Coimbatore,2026-08-07 07:47:00,2026-08-07 09:33:00,Completed,Frozen Paneer,Frozen,-25.0,-18.0,130,2026-08-17,Refrigerated Truck,2500.0,22,22,0,0,-21.084545454545456,-21.84,-19.98,70.52,70,Review,22,0,0.0,Compliant,1,0,1,0.876,0.876,Review,3,3,0,Coimbatore Hub -> Salem Hub -> Salem Hub,Complete,Complete,5,0,0,0,0,0,High,Normal,Review,Calibration issue,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0167,B0167,V085,Kochi,Chennai,2026-08-06 08:03:00,2026-08-06 10:26:00,Completed,Yogurt,Chilled,2.0,8.0,231,2026-08-14,Refrigerated Van,1200.0,29,29,0,0,4.956551724137931,4.26,5.58,70.16,70,Reliable,29,0,0.0,Compliant,1,1,0,0.391,0.391,Valid,4,4,0,Bangalore DC -> Chennai Warehouse -> Chennai Warehouse -> Hyderabad DC,Complete,Complete,5,0,0,0,0,17,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0168,B0168,V002,Bengaluru,Hyderabad,2026-08-07 06:41:00,2026-08-07 09:36:00,Completed,Cheese,Chilled,2.0,8.0,232,2026-08-27,Refrigerated Truck,2000.0,36,36,0,0,5.088611111111111,4.22,6.07,71.95,70,Reliable,36,0,0.0,Compliant,1,1,0,0.126,0.126,Valid,4,4,0,Salem Hub -> Hyderabad DC -> Chennai Warehouse -> Coimbatore Hub,Complete,Complete,8,0,0,0,0,99,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0169,B0169,V052,Hyderabad,Kochi,2026-08-02 10:26:00,2026-08-02 15:48:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,238,2026-08-14,Refrigerated Truck,1500.0,65,65,0,0,-20.970615384615385,-21.91,-20.18,70.35,70,Reliable,65,0,0.0,Compliant,1,1,0,0.171,0.171,Valid,4,4,0,Bangalore DC -> Hyderabad DC -> Madurai Store -> Pune DC,Complete,Complete,6,0,0,0,0,0,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0170,B0170,V036,Chennai,Pune,2026-08-07 06:41:00,2026-08-07 09:09:00,Completed,Fresh Paneer,Chilled,2.0,8.0,98,2026-08-25,Refrigerated Van,1000.0,30,30,0,0,5.069,4.16,5.82,70.66,70,Reliable,30,0,0.0,Compliant,1,1,0,0.259,0.259,Valid,4,4,0,Salem Hub -> Pune DC -> Chennai Warehouse -> Hyderabad DC,Complete,Complete,8,0,0,0,0,43,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0171,B0171,V043,Bengaluru,Chennai,2026-08-05 06:16:00,2026-08-05 09:52:00,Completed,Fresh Milk,Chilled,2.0,8.0,66,2026-08-30,Refrigerated Van,1000.0,44,44,0,0,5.453409090909091,4.05,10.95,70.01,70,Reliable,44,4,20.0,Critical,1,1,0,0.344,0.344,Valid,3,3,0,Bangalore DC -> Bangalore DC -> Chennai Warehouse,Complete,Complete,8,0,0,0,0,39,High,Normal,Non-Compliant,Temperature: Critical,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0172,B0172,V046,Kochi,Salem,2026-08-02 08:54:00,2026-08-02 12:52:00,Completed,Frozen Peas,Frozen,-25.0,-18.0,241,2026-08-07,Refrigerated Van,1200.0,48,48,0,0,-21.033333333333335,-22.29,-20.24,70.43,70,Reliable,48,0,0.0,Compliant,1,1,0,0.37,0.37,Valid,2,2,0,Pune DC -> Pune DC,Complete,Complete,8,0,0,0,0,43,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0173,B0173,V088,Pune,Kochi,2026-08-04 06:29:00,2026-08-04 10:03:00,Completed,Yogurt,Chilled,2.0,8.0,50,2026-08-22,Refrigerated Van,500.0,43,43,0,0,5.002093023255814,4.17,5.95,70.18,70,Reliable,43,0,0.0,Compliant,1,1,0,0.384,0.384,Valid,4,4,0,Coimbatore Hub -> Kochi Hub -> Pune DC -> Bangalore DC,Complete,Complete,8,1,45,0,0,73,Moderate,Delayed,Compliant,Traffic delay,Shipment passed the automated compliance checks.,4,100.0
SHP0174,B0174,V082,Mumbai,Bengaluru,2026-08-03 08:37:00,2026-08-03 10:29:00,Completed,Fresh Milk,Chilled,2.0,8.0,230,2026-08-15,Refrigerated Truck,1500.0,23,23,0,0,4.988695652173913,4.09,6.25,71.41,72,Reliable,23,0,0.0,Compliant,1,1,0,0.251,0.251,Valid,3,3,0,Bangalore DC -> Kochi Hub -> Chennai Warehouse,Complete,Complete,7,0,0,0,0,0,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0175,B0175,V056,Chennai,Mumbai,2026-08-03 10:53:00,2026-08-03 15:04:00,Completed,Fresh Milk,Chilled,2.0,8.0,167,2026-08-23,Refrigerated Van,1200.0,51,51,0,0,5.050980392156863,3.82,5.98,70.38,70,Reliable,51,0,0.0,Compliant,1,1,0,0.21,0.21,Valid,4,4,0,Kochi Hub -> Coimbatore Hub -> Pune DC -> Kochi Hub,Complete,Complete,8,0,0,1,70,123,Low,Deviation,Review,Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0176,B0176,V063,Mumbai,Bengaluru,2026-08-01 09:18:00,2026-08-01 12:50:00,Completed,Fresh Paneer,Chilled,2.0,8.0,73,2026-08-22,Refrigerated Van,500.0,43,43,0,0,4.985581395348837,3.78,6.18,70.45,70,Reliable,43,0,0.0,Compliant,1,1,0,0.258,0.258,Valid,2,2,0,Pune DC -> Salem Hub,Complete,Complete,7,0,0,0,0,29,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0177,B0177,V031,Bangalore,Pune,2026-08-07 05:21:00,2026-08-07 08:42:00,Completed,Frozen Corn,Frozen,-25.0,-18.0,266,2026-08-11,Refrigerated Van,750.0,41,41,0,0,-20.460731707317073,-21.76,-15.33,70.05,70,Reliable,41,4,20.0,Critical,1,1,0,0.329,0.329,Valid,4,4,0,Pune DC -> Bangalore DC -> Bangalore DC -> Hyderabad DC,Complete,Complete,7,0,0,0,0,37,High,Normal,Non-Compliant,Temperature: Critical,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0178,B0178,V072,Madurai,Kochi,2026-08-07 07:41:00,2026-08-07 11:13:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,208,2026-08-07,Refrigerated Van,1000.0,43,43,0,0,-20.95906976744186,-21.75,-20.08,70.67,70,Reliable,43,0,0.0,Compliant,1,1,0,0.136,0.136,Valid,2,2,0,Kochi Hub -> Kochi Hub,Complete,Complete,6,0,0,0,0,8,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0179,B0179,V058,Hyderabad,Coimbatore,2026-08-02 09:48:00,2026-08-02 12:51:00,Completed,Fresh Cream,Chilled,2.0,8.0,135,2026-08-29,Refrigerated Van,500.0,37,37,0,0,5.431351351351352,4.28,10.96,70.0,70,Reliable,37,4,20.0,Critical,1,1,0,0.055,0.055,Valid,3,3,0,Chennai Warehouse -> Kochi Hub -> Coimbatore Hub,Complete,Complete,8,0,0,0,0,25,High,Normal,Non-Compliant,Temperature: Critical,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0180,B0180,V006,Chennai,Bengaluru,2026-08-03 08:42:00,2026-08-03 12:25:00,Completed,Fresh Cream,Chilled,2.0,8.0,33,2026-08-23,Refrigerated Van,500.0,45,45,0,0,4.977111111111111,3.89,5.85,71.07,70,Reliable,45,0,0.0,Compliant,1,1,0,0.105,0.105,Valid,3,3,0,Kochi Hub -> Coimbatore Hub -> Kochi Hub,Complete,Complete,8,0,0,0,0,79,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0181,B0181,V024,Coimbatore,Chennai,2026-08-03 10:31:00,2026-08-03 14:02:00,Completed,Fresh Milk,Chilled,2.0,8.0,112,2026-08-12,Refrigerated Truck,1500.0,43,43,0,0,4.953953488372093,4.05,5.96,70.71,70,Reliable,43,0,0.0,Compliant,1,1,0,0.236,0.236,Valid,3,3,0,Bangalore DC -> Chennai Warehouse -> Coimbatore Hub,Complete,Complete,8,0,0,0,0,55,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0182,B0182,V053,Kochi,Salem,2026-08-03 08:24:00,2026-08-03 09:42:00,Completed,Fresh Paneer,Chilled,2.0,8.0,199,2026-08-04,Refrigerated Van,1000.0,16,16,0,0,5.18375,4.39,7.31,76.44,71,Reliable,16,0,0.0,Compliant,1,1,0,0.198,0.198,Valid,2,2,0,Bangalore DC -> Chennai Warehouse,Complete,Complete,6,0,0,0,0,0,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0183,B0183,V086,Bengaluru,Hyderabad,2026-08-05 07:46:00,2026-08-05 10:39:00,Completed,Frozen Corn,Frozen,-25.0,-18.0,225,2026-08-06,Refrigerated Van,1200.0,35,35,0,0,-20.67257142857143,-21.86,-6.99,70.29,70,Reliable,35,1,5.0,Warning,1,1,0,0.051,0.051,Valid,4,3,1,Chennai Warehouse -> Madurai Store -> Hyderabad DC -> Coimbatore Hub,Incomplete,Review,6,0,0,0,0,0,High,Normal,Review,Temperature: Warning; Missing custody signature,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0184,B0184,V033,Mumbai,Pune,2026-08-07 10:22:00,2026-08-07 15:41:00,Completed,Frozen Peas,Frozen,-25.0,-18.0,66,2026-08-27,Refrigerated Truck,2500.0,64,64,0,0,-21.02625,-22.48,-19.91,70.17,70,Reliable,64,0,0.0,Compliant,1,1,0,0.12,0.12,Valid,3,3,0,Salem Hub -> Pune DC -> Bangalore DC,Complete,Complete,5,0,0,0,0,18,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0185,B0185,V004,Kochi,Coimbatore,2026-08-04 10:56:00,2026-08-04 16:41:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,234,2026-08-18,Refrigerated Van,500.0,70,70,0,0,-21.008142857142857,-22.44,-20.35,70.04,71,Review,70,0,0.0,Compliant,1,0,1,0.8,0.8,Review,2,1,1,Salem Hub -> Hyderabad DC,Incomplete,Review,5,0,0,0,0,22,High,Normal,Non-Compliant,Calibration issue; Missing custody signature,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0186,B0186,V023,Coimbatore,Kochi,2026-08-04 05:30:00,2026-08-04 07:35:00,Completed,Yogurt,Chilled,2.0,8.0,209,2026-08-13,Refrigerated Van,750.0,26,26,0,0,5.123461538461538,4.33,6.08,71.22,70,Review,26,0,0.0,Compliant,1,0,1,0.875,0.875,Review,4,3,1,Hyderabad DC -> Coimbatore Hub -> Coimbatore Hub -> Salem Hub,Incomplete,Review,6,1,15,0,0,86,Moderate,Delayed,Non-Compliant,Calibration issue; Missing custody signature; Traffic delay,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0187,B0187,V043,Kochi,Mumbai,2026-08-02 06:43:00,2026-08-02 10:34:00,Completed,Fresh Cream,Chilled,2.0,8.0,63,2026-08-05,Refrigerated Van,1000.0,47,47,0,0,5.072978723404256,4.27,7.87,70.26,70,Reliable,47,0,0.0,Compliant,1,1,0,0.245,0.245,Valid,4,4,0,Pune DC -> Hyderabad DC -> Hyderabad DC -> Madurai Store,Complete,Complete,7,0,0,0,0,60,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0188,B0188,V010,Bangalore,Hyderabad,2026-08-02 07:14:00,2026-08-02 10:51:00,Completed,Frozen Corn,Frozen,-25.0,-18.0,45,2026-08-25,Refrigerated Truck,2500.0,44,44,0,0,-20.965,-21.77,-20.31,70.41,70,Review,44,0,0.0,Compliant,1,0,1,0.736,0.736,Review,2,2,0,Salem Hub -> Chennai Warehouse,Complete,Complete,5,0,0,0,0,59,High,Normal,Review,Calibration issue,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0189,B0189,V024,Salem,Madurai,2026-08-04 07:16:00,2026-08-04 13:15:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,246,2026-08-25,Refrigerated Truck,1500.0,72,72,0,0,-20.73875,-22.14,-15.14,70.74,70,Reliable,72,4,20.0,Critical,1,1,0,0.332,0.332,Valid,4,3,1,Coimbatore Hub -> Coimbatore Hub -> Hyderabad DC -> Madurai Store,Incomplete,Review,6,0,0,0,0,97,High,Normal,Non-Compliant,Temperature: Critical; Missing custody signature,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0190,B0190,V093,Kochi,Pune,2026-08-05 05:30:00,2026-08-05 06:57:00,Completed,Cheese,Chilled,2.0,8.0,246,2026-08-17,Refrigerated Truck,2500.0,18,18,0,0,5.112777777777778,4.11,5.97,70.42,71,Reliable,18,0,0.0,Compliant,1,1,0,0.15,0.15,Valid,4,3,1,Chennai Warehouse -> Coimbatore Hub -> Bangalore DC -> Madurai Store,Incomplete,Review,8,0,0,0,0,61,High,Normal,Review,Missing custody signature,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0191,B0191,V075,Bengaluru,Bangalore,2026-08-04 08:56:00,2026-08-04 11:35:00,Completed,Yogurt,Chilled,2.0,8.0,282,2026-08-07,Refrigerated Van,750.0,32,32,0,0,5.0684375,4.21,5.86,71.48,70,Reliable,32,0,0.0,Compliant,1,1,0,0.368,0.368,Valid,3,3,0,Pune DC -> Kochi Hub -> Coimbatore Hub,Complete,Complete,8,0,0,0,0,16,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0192,B0192,V039,Mumbai,Bangalore,2026-08-05 10:24:00,2026-08-05 15:55:00,Completed,Cheese,Chilled,2.0,8.0,76,2026-08-13,Refrigerated Truck,2000.0,67,67,0,0,5.024179104477612,3.74,5.88,70.45,70,Reliable,67,0,0.0,Compliant,1,1,0,0.153,0.153,Valid,4,4,0,Hyderabad DC -> Hyderabad DC -> Kochi Hub -> Chennai Warehouse,Complete,Complete,7,0,0,0,0,20,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0193,B0193,V030,Kochi,Salem,2026-08-06 05:55:00,2026-08-06 08:12:00,Completed,Fresh Cream,Chilled,2.0,8.0,177,2026-08-05,Refrigerated Truck,1500.0,28,28,0,0,5.748214285714286,4.4,11.67,70.04,71,Reliable,28,4,20.0,Critical,1,1,0,0.141,0.141,Valid,3,3,0,Salem Hub -> Salem Hub -> Coimbatore Hub,Complete,Complete,6,0,0,0,0,22,High,Normal,Non-Compliant,Temperature: Critical,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0194,B0194,V042,Coimbatore,Hyderabad,2026-08-02 07:26:00,2026-08-02 13:17:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,48,2026-08-04,Refrigerated Truck,2000.0,71,71,0,0,-21.048450704225353,-21.96,-19.95,70.3,70,Reliable,71,0,0.0,Compliant,1,1,0,0.15,0.15,Valid,4,3,1,Chennai Warehouse -> Kochi Hub -> Pune DC -> Coimbatore Hub,Incomplete,Review,5,0,0,0,0,0,High,Normal,Review,Missing custody signature,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0195,B0195,V070,Pune,Coimbatore,2026-08-01 07:55:00,2026-08-01 10:27:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,128,2026-08-28,Refrigerated Van,1000.0,31,31,0,0,-20.520967741935483,-21.71,-6.36,70.98,70,Reliable,31,1,5.0,Warning,1,1,0,0.13,0.13,Valid,3,3,0,Salem Hub -> Kochi Hub -> Bangalore DC,Complete,Complete,5,0,0,0,0,34,High,Normal,Review,Temperature: Warning,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0196,B0196,V021,Bangalore,Pune,2026-08-03 07:40:00,2026-08-03 10:10:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,168,2026-08-14,Refrigerated Truck,2500.0,31,31,0,0,-20.46741935483871,-22.3,-7.93,70.3,70,Review,31,1,5.0,Warning,1,0,1,0.128,0.128,Review,4,3,1,Coimbatore Hub -> Chennai Warehouse -> Coimbatore Hub -> Bangalore DC,Incomplete,Review,6,0,0,0,0,20,High,Normal,Non-Compliant,Temperature: Warning; Calibration issue; Missing custody signature,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0197,B0197,V043,Madurai,Chennai,2026-08-04 05:28:00,2026-08-04 08:48:00,Completed,Frozen Peas,Frozen,-25.0,-18.0,274,2026-08-27,Refrigerated Van,1000.0,41,41,0,0,-20.623414634146343,-22.53,-2.91,70.49,71,Reliable,41,1,5.0,Warning,1,1,0,0.245,0.245,Valid,4,4,0,Kochi Hub -> Salem Hub -> Salem Hub -> Chennai Warehouse,Complete,Complete,5,2,68,0,0,68,Moderate,Delayed,Review,Temperature: Warning; Traffic delay,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0198,B0198,V010,Hyderabad,Coimbatore,2026-08-07 09:48:00,2026-08-07 12:09:00,Completed,Yogurt,Chilled,2.0,8.0,86,2026-08-16,Refrigerated Truck,2500.0,29,29,0,0,4.986551724137931,4.11,6.35,71.08,70,Reliable,29,0,0.0,Compliant,1,1,0,0.291,0.291,Valid,4,4,0,Kochi Hub -> Madurai Store -> Kochi Hub -> Pune DC,Complete,Complete,5,0,0,0,0,38,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0199,B0199,V020,Pune,Bangalore,2026-08-05 06:39:00,2026-08-05 11:21:00,Completed,Frozen Paneer,Frozen,-25.0,-18.0,201,2026-08-06,Refrigerated Truck,1500.0,57,57,0,0,-20.90561403508772,-22.18,-19.92,70.53,70,Review,57,0,0.0,Compliant,1,0,1,0.703,0.703,Review,4,3,1,Coimbatore Hub -> Madurai Store -> Kochi Hub -> Madurai Store,Incomplete,Review,6,0,0,0,0,0,High,Normal,Non-Compliant,Calibration issue; Missing custody signature,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0200,B0200,V053,Salem,Pune,2026-08-05 08:00:00,2026-08-05 09:19:00,Completed,Fresh Milk,Chilled,2.0,8.0,243,2026-08-04,Refrigerated Van,1000.0,16,16,0,0,5.010625,4.46,5.46,71.93,70,Reliable,16,0,0.0,Compliant,1,1,0,0.198,0.198,Valid,2,2,0,Salem Hub -> Madurai Store,Complete,Complete,5,0,0,0,0,0,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0201,B0201,V006,Mumbai,Hyderabad,2026-08-01 10:23:00,2026-08-01 11:30:00,Completed,Fresh Milk,Chilled,2.0,8.0,180,2026-08-22,Refrigerated Van,500.0,14,14,0,0,5.105,4.2,6.03,71.28,70,Reliable,14,0,0.0,Compliant,1,1,0,0.105,0.105,Valid,3,3,0,Madurai Store -> Hyderabad DC -> Kochi Hub,Complete,Complete,5,0,0,1,39,39,Low,Deviation,Review,Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0202,B0202,V060,Madurai,Mumbai,2026-08-07 06:01:00,2026-08-07 07:03:00,Completed,Fresh Cream,Chilled,2.0,8.0,227,2026-08-26,Refrigerated Van,1000.0,13,13,0,0,5.025384615384615,4.47,5.65,70.51,73,Reliable,13,0,0.0,Compliant,1,1,0,0.285,0.285,Valid,2,2,0,Coimbatore Hub -> Madurai Store,Complete,Complete,8,0,0,0,0,72,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0203,B0203,V056,Hyderabad,Madurai,2026-08-07 07:08:00,2026-08-07 09:00:00,Completed,Fresh Paneer,Chilled,2.0,8.0,78,2026-08-16,Refrigerated Van,1200.0,23,23,0,0,4.929130434782609,4.02,5.65,70.06,70,Reliable,23,0,0.0,Compliant,1,1,0,0.21,0.21,Valid,2,2,0,Hyderabad DC -> Madurai Store,Complete,Complete,8,0,0,0,0,48,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0204,B0204,V036,Salem,Mumbai,2026-08-05 09:19:00,2026-08-05 11:44:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,107,2026-08-29,Refrigerated Van,1000.0,30,30,0,0,-20.297,-21.95,-15.07,72.5,74,Reliable,30,4,20.0,Critical,1,1,0,0.336,0.336,Valid,2,2,0,Pune DC -> Madurai Store,Complete,Complete,8,0,0,0,0,18,High,Normal,Non-Compliant,Temperature: Critical,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0205,B0205,V097,Bangalore,Chennai,2026-08-07 07:18:00,2026-08-07 12:11:00,Completed,Fresh Paneer,Chilled,2.0,8.0,65,2026-08-17,Refrigerated Truck,2000.0,59,59,0,0,5.017627118644068,4.14,9.14,70.12,70,Reliable,59,1,5.0,Warning,1,1,0,0.214,0.214,Valid,4,4,0,Hyderabad DC -> Coimbatore Hub -> Chennai Warehouse -> Madurai Store,Complete,Complete,7,0,0,0,0,26,High,Normal,Review,Temperature: Warning,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0206,B0206,V002,Mumbai,Bengaluru,2026-08-01 09:21:00,2026-08-01 14:03:00,Completed,Frozen Corn,Frozen,-25.0,-18.0,243,2026-08-22,Refrigerated Truck,2000.0,57,57,0,0,-20.603508771929825,-21.71,-15.42,70.02,70,Reliable,57,4,20.0,Critical,1,1,0,0.126,0.126,Valid,3,3,0,Kochi Hub -> Salem Hub -> Pune DC,Complete,Complete,7,0,0,0,0,139,High,Normal,Non-Compliant,Temperature: Critical,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0207,B0207,V079,Coimbatore,Madurai,2026-08-04 08:22:00,2026-08-04 10:58:00,Completed,Fresh Cream,Chilled,2.0,8.0,60,2026-08-16,Refrigerated Van,500.0,32,32,0,0,5.039375,4.06,5.86,70.18,70,Reliable,32,0,0.0,Compliant,1,1,0,0.181,0.181,Valid,2,2,0,Kochi Hub -> Chennai Warehouse,Complete,Complete,7,0,0,1,22,54,Low,Deviation,Review,Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0208,B0208,V017,Coimbatore,Salem,2026-08-07 05:14:00,2026-08-07 08:08:00,Completed,Fresh Paneer,Chilled,2.0,8.0,133,2026-08-14,Refrigerated Truck,2500.0,35,35,0,0,4.8,-2.02,6.03,72.0,71,Reliable,35,1,5.0,Warning,1,1,0,0.292,0.292,Valid,3,3,0,Madurai Store -> Pune DC -> Coimbatore Hub,Complete,Complete,6,1,41,0,0,90,Moderate,Delayed,Review,Temperature: Warning; Traffic delay,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0209,B0209,V007,Coimbatore,Hyderabad,2026-08-02 10:01:00,2026-08-02 15:19:00,Completed,Frozen Peas,Frozen,-25.0,-18.0,281,2026-08-24,Refrigerated Van,750.0,64,64,0,0,-20.6659375,-22.0,-15.43,70.29,71,Reliable,64,4,20.0,Critical,1,1,0,0.357,0.357,Valid,4,3,1,Hyderabad DC -> Hyderabad DC -> Salem Hub -> Kochi Hub,Incomplete,Review,8,0,0,0,0,49,High,Normal,Non-Compliant,Temperature: Critical; Missing custody signature,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0210,B0210,V096,Coimbatore,Bangalore,2026-08-04 07:45:00,2026-08-04 09:04:00,Completed,Frozen Paneer,Frozen,-25.0,-18.0,281,2026-08-10,Refrigerated Truck,2000.0,16,16,0,0,-20.90875,-21.67,-20.37,70.43,73,Reliable,16,0,0.0,Compliant,1,1,0,0.094,0.094,Valid,4,4,0,Kochi Hub -> Coimbatore Hub -> Salem Hub -> Chennai Warehouse,Complete,Complete,8,0,0,0,0,27,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
