shipment_id,batch_id,vehicle_id,origin,destination,departure_time,arrival_time,status,total_sensor_records,excursion_records,total_excursion_minutes,max_temperature,min_temperature,average_temperature,review_records,recovered_records,temperature_status,sensors_used,invalid_calibration_sensors,max_calibration_error,calibration_status,total_handovers,missing_signatures,custody_status,traffic_delays,route_deviations,total_delay_minutes,route_status,overall_compliance,compliance_reason,dispatcher_override,override_reason
SHP0474,B0474,V028,Mumbai,Chennai,2026-08-06 10:59:00,2026-08-06 16:10:00,Completed,63,0,0.0,-19.55886714567565,-22.15767402302864,-20.985441147982865,0,1,Compliant,1,0,0.143,Valid,3,0,Complete,1,0,39,Delayed,Compliant,Traffic delay,No,
SHP0475,B0475,V032,Pune,Kochi,2026-08-07 05:49:00,2026-08-07 10:29:00,Completed,57,0,0.0,5.709695847216072,4.169761974048865,5.011224552512838,0,0,Compliant,1,0,0.252,Valid,4,1,Review,1,0,64,Delayed,Review,Missing custody signature; Traffic delay,No,
SHP0476,B0476,V011,Kochi,Bengaluru,2026-08-03 06:50:00,2026-08-03 07:53:00,Completed,13,1,5.0,18.56572159314492,4.24932386746485,6.071026175992232,2,0,Warning,1,0,0.318,Valid,4,0,Complete,0,1,89,Deviation,Review,Temperature: Warning; Route deviation,No,
SHP0477,B0477,V001,Mumbai,Madurai,2026-08-03 06:26:00,2026-08-03 12:13:00,Completed,70,0,0.0,5.804688630177099,3.720294141915129,4.9470059784327,0,0,Compliant,1,0,0.359,Valid,2,0,Complete,0,0,13,Normal,Compliant,All compliance checks passed,No,
SHP0478,B0478,V022,Salem,Hyderabad,2026-08-01 06:45:00,2026-08-01 11:04:00,Completed,52,0,0.0,-20.075356249879743,-21.81331964441605,-21.037431440273863,52,0,Compliant,1,1,0.989,Review,3,0,Complete,0,0,95,Normal,Review,Calibration issue,No,
SHP0479,B0479,V030,Salem,Hyderabad,2026-08-01 07:05:00,2026-08-01 11:41:00,Completed,56,0,0.0,-20.1447779153464,-22.06371247361896,-20.965154621019963,0,0,Compliant,1,0,0.141,Valid,3,1,Review,1,0,48,Delayed,Review,Missing custody signature; Traffic delay,No,
SHP0480,B0480,V058,Hyderabad,Mumbai,2026-08-07 09:51:00,2026-08-07 13:10:00,Completed,40,1,5.0,-5.531308947135597,-21.93103969317214,-20.65444602461203,2,0,Warning,1,0,0.055,Valid,3,0,Complete,0,0,0,Normal,Review,Temperature: Warning,No,
SHP0481,B0481,V043,Kochi,Mumbai,2026-08-03 07:26:00,2026-08-03 10:02:00,Completed,32,0,0.0,-20.064470823388703,-21.800690192493715,-21.09590503887392,4,0,Compliant,1,0,0.245,Valid,3,0,Complete,0,0,27,Normal,Compliant,All compliance checks passed,No,
SHP0482,B0482,V075,Bangalore,Coimbatore,2026-08-03 06:18:00,2026-08-03 08:14:00,Completed,24,4,20.0,11.579097341017402,4.144148974578576,5.8572999741120375,1,1,Critical,1,0,0.368,Valid,4,0,Complete,0,0,42,Normal,Non-Compliant,Temperature: Critical,No,
SHP0483,B0483,V099,Pune,Bengaluru,2026-08-03 08:17:00,2026-08-03 13:28:00,Completed,63,0,0.0,5.932594437022734,4.07915277957238,4.966116543022155,0,0,Compliant,1,0,0.127,Valid,3,0,Complete,2,0,58,Delayed,Compliant,Traffic delay,No,
SHP0484,B0484,V051,Hyderabad,Madurai,2026-08-05 05:09:00,2026-08-05 06:34:00,Completed,18,0,0.0,5.831262646844012,4.635280847335729,5.052904867827871,0,0,Compliant,1,0,0.209,Valid,4,0,Complete,0,1,22,Deviation,Review,Route deviation,No,
SHP0485,B0485,V082,Mumbai,Chennai,2026-08-07 06:06:00,2026-08-07 09:30:00,Completed,41,0,0.0,5.808477439832302,4.111897474064154,4.973980896303189,0,0,Compliant,1,0,0.251,Valid,3,0,Complete,0,0,5,Normal,Compliant,All compliance checks passed,No,
SHP0486,B0486,V017,Kochi,Coimbatore,2026-08-05 10:28:00,2026-08-05 11:32:00,Completed,13,0,0.0,5.673753331272615,4.396460526548202,4.981163969817114,0,0,Compliant,1,0,0.292,Valid,3,0,Complete,2,0,135,Delayed,Compliant,Traffic delay,No,
SHP0487,B0487,V002,Hyderabad,Bangalore,2026-08-06 06:00:00,2026-08-06 11:12:00,Completed,63,0,0.0,-20.15418261507948,-21.84020572649352,-20.97136593515128,0,0,Compliant,1,0,0.126,Valid,4,0,Complete,1,0,75,Delayed,Compliant,Traffic delay,No,
SHP0488,B0488,V026,Hyderabad,Madurai,2026-08-05 08:19:00,2026-08-05 13:34:00,Completed,64,0,0.0,5.815456770019306,3.980184262105328,5.001712820610264,0,0,Compliant,1,0,0.07,Valid,3,0,Complete,1,0,58,Delayed,Compliant,Traffic delay,No,
SHP0489,B0489,V049,Madurai,Pune,2026-08-07 10:50:00,2026-08-07 12:06:00,Completed,16,0,0.0,5.441947981879483,4.324563119749037,4.939958526469513,0,0,Compliant,1,0,0.107,Valid,2,1,Review,1,0,55,Delayed,Review,Missing custody signature; Traffic delay,No,
SHP0490,B0490,V022,Madurai,Bangalore,2026-08-02 06:03:00,2026-08-02 09:19:00,Completed,40,0,0.0,5.803182438344929,3.876510163056935,4.957042095952354,40,0,Compliant,1,1,0.989,Review,2,0,Complete,0,0,17,Normal,Review,Calibration issue,No,
SHP0491,B0491,V006,Salem,Bangalore,2026-08-02 09:30:00,2026-08-02 12:02:00,Completed,31,0,0.0,-20.14861289259936,-22.13941083546064,-21.059442761596458,0,0,Compliant,1,0,0.105,Valid,3,0,Complete,1,0,17,Delayed,Compliant,Traffic delay,No,
SHP0492,B0492,V004,Hyderabad,Kochi,2026-08-01 08:53:00,2026-08-01 09:59:00,Completed,14,0,0.0,-20.463098589478555,-21.5612553632356,-21.033554853706185,14,0,Compliant,1,1,0.8,Review,4,0,Complete,0,0,17,Normal,Review,Calibration issue,No,
SHP0493,B0493,V056,Bangalore,Hyderabad,2026-08-01 08:49:00,2026-08-01 13:35:00,Completed,58,0,0.0,5.736751200836496,4.06479651328338,5.006130627513746,58,0,Compliant,1,1,1.041,Review,4,0,Complete,0,0,12,Normal,Review,Calibration issue,No,
SHP0494,B0494,V006,Hyderabad,Chennai,2026-08-05 06:29:00,2026-08-05 08:17:00,Completed,22,0,0.0,-20.50880487616576,-22.04976446641756,-21.093729853247613,0,0,Compliant,1,0,0.105,Valid,3,0,Complete,0,0,42,Normal,Compliant,All compliance checks passed,No,
SHP0495,B0495,V050,Mumbai,Hyderabad,2026-08-02 08:24:00,2026-08-02 12:03:00,Completed,44,1,5.0,15.203336381646793,3.813915788045864,5.277970126732981,2,0,Warning,1,0,0.244,Valid,4,0,Complete,0,0,30,Normal,Review,Temperature: Warning,No,
SHP0496,B0496,V035,Madurai,Coimbatore,2026-08-06 10:46:00,2026-08-06 12:07:00,Completed,17,0,0.0,-20.62827536511696,-22.07611025254141,-20.964538500263757,0,0,Compliant,1,0,0.234,Valid,2,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0497,B0497,V011,Mumbai,Bangalore,2026-08-02 07:30:00,2026-08-02 11:02:00,Completed,43,0,0.0,6.0054573872835615,4.105341938711714,5.089688236453278,0,0,Compliant,1,0,0.318,Valid,4,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0498,B0498,V065,Hyderabad,Madurai,2026-08-05 05:55:00,2026-08-05 08:46:00,Completed,35,0,0.0,5.774365620288965,3.981597974151412,4.973061339500825,0,0,Compliant,1,0,0.063,Valid,2,0,Complete,0,0,21,Normal,Compliant,All compliance checks passed,No,
SHP0499,B0499,V052,Bangalore,Hyderabad,2026-08-06 10:27:00,2026-08-06 14:13:00,Completed,46,0,0.0,5.9690222298383775,3.889924615556759,5.092054488332325,46,0,Compliant,1,1,0.302,Review,3,0,Complete,2,1,177,Deviation,Review,Calibration issue; Route deviation,No,
SHP0500,B0500,V053,Chennai,Coimbatore,2026-08-01 07:37:00,2026-08-01 09:38:00,Completed,25,0,0.0,-20.0198177063474,-21.742100215821065,-20.99754241531485,0,0,Compliant,1,0,0.198,Valid,2,1,Review,0,0,31,Normal,Review,Missing custody signature,No,
